ts,strategy,cash,position_cost,realized_pnl,equity
2026-06-10T17:00:06Z,longshot_fade,580.0299999999996,419.96999999999997,0.0,999.9999999999995
2026-06-10T18:30:05Z,calibration_overlay,979.2600000000001,20.740000000000002,0.0,1000.0000000000001
2026-06-10T18:30:05Z,climatology,401.84999999999957,599.53,1.3800000000000026,1001.3799999999995
2026-06-10T18:30:05Z,ensemble_divergence,480.45999999999987,524.1999999999999,4.66,1004.6599999999999
2026-06-10T18:30:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-10T18:30:05Z,intraday_nowcast,652.65,343.31,-4.040000000000003,995.96
2026-06-10T18:30:05Z,longshot_fade,580.0299999999996,419.96999999999997,0.0,999.9999999999995
2026-06-10T20:00:08Z,calibration_overlay,969.4400000000002,30.560000000000002,0.0,1000.0000000000002
2026-06-10T20:00:08Z,climatology,546.0699999999996,514.97,61.04,1061.0399999999995
2026-06-10T20:00:08Z,ensemble_divergence,443.0299999999998,578.39,21.42,1021.4199999999998
2026-06-10T20:00:08Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-10T20:00:08Z,intraday_nowcast,773.4600000000003,332.84000000000003,106.3,1106.3000000000002
2026-06-10T20:00:08Z,longshot_fade,503.0799999999996,496.91999999999996,0.0,999.9999999999995
2026-06-10T22:30:08Z,calibration_overlay,969.4400000000002,30.560000000000002,0.0,1000.0000000000002
2026-06-10T22:30:08Z,climatology,546.0699999999996,514.97,61.04,1061.0399999999995
2026-06-10T22:30:08Z,ensemble_divergence,443.0299999999998,578.39,21.42,1021.4199999999998
2026-06-10T22:30:08Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-10T22:30:08Z,intraday_nowcast,773.4600000000003,332.84000000000003,106.3,1106.3000000000002
2026-06-10T22:30:08Z,longshot_fade,503.0799999999996,496.91999999999996,0.0,999.9999999999995
2026-06-10T23:00:03Z,calibration_overlay,969.4400000000002,30.560000000000002,0.0,1000.0000000000002
2026-06-10T23:00:03Z,climatology,657.5399999999996,474.98,132.52,1132.5199999999995
2026-06-10T23:00:03Z,ensemble_divergence,613.88,511.26,125.14,1125.1399999999999
2026-06-10T23:00:03Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-10T23:00:03Z,intraday_nowcast,1047.3600000000004,213.43,260.79,1260.7900000000004
2026-06-10T23:00:03Z,longshot_fade,453.90999999999957,546.09,0.0,999.9999999999995
2026-06-11T17:38:30Z,calibration_overlay,907.0000000000001,93.0,0.0,1000.0000000000001
2026-06-11T17:38:30Z,climatology,562.2699999999998,599.88,162.15,1162.1499999999996
2026-06-11T17:38:30Z,ensemble_divergence,554.63,600.0,154.63,1154.63
2026-06-11T17:38:30Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-11T17:38:30Z,intraday_nowcast,770.3600000000004,490.43,260.79,1260.7900000000004
2026-06-11T17:38:30Z,longshot_fade,400.7399999999995,599.26,0.0,999.9999999999995
2026-06-11T18:30:05Z,calibration_overlay,937.0000000000001,62.44,-0.5600000000000023,999.44
2026-06-11T18:30:05Z,climatology,637.2699999999998,468.46,105.72999999999999,1105.7299999999998
2026-06-11T18:30:05Z,ensemble_divergence,674.63,415.65,90.27999999999999,1090.28
2026-06-11T18:30:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-11T18:30:05Z,intraday_nowcast,820.3600000000004,277.0,97.36000000000011,1097.3600000000004
2026-06-11T18:30:05Z,longshot_fade,740.7399999999996,256.81,-2.449999999999992,997.5499999999995
2026-06-11T20:00:05Z,calibration_overlay,937.0000000000001,62.44,-0.5600000000000023,999.44
2026-06-11T20:00:05Z,climatology,508.6999999999998,585.35,94.04999999999998,1094.0499999999997
2026-06-11T20:00:05Z,ensemble_divergence,490.31999999999994,599.96,90.27999999999999,1090.28
2026-06-11T20:00:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-11T20:00:05Z,intraday_nowcast,742.6300000000005,338.31,80.94000000000011,1080.9400000000005
2026-06-11T20:00:05Z,longshot_fade,500.66399999999965,496.88599999999997,-2.449999999999992,997.5499999999996
2026-06-11T22:30:03Z,calibration_overlay,937.0000000000001,62.44,-0.5600000000000023,999.44
2026-06-11T22:30:03Z,climatology,508.6999999999998,585.35,94.04999999999998,1094.0499999999997
2026-06-11T22:30:03Z,ensemble_divergence,490.31999999999994,599.96,90.27999999999999,1090.28
2026-06-11T22:30:03Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-11T22:30:03Z,intraday_nowcast,742.6300000000005,338.31,80.94000000000011,1080.9400000000005
2026-06-11T22:30:03Z,longshot_fade,500.66399999999965,496.88599999999997,-2.449999999999992,997.5499999999996
2026-06-11T23:00:04Z,calibration_overlay,937.0000000000001,62.44,-0.5600000000000023,999.44
2026-06-11T23:00:04Z,climatology,522.8299999999999,575.2,98.02999999999999,1098.03
2026-06-11T23:00:04Z,ensemble_divergence,556.42,599.77,156.18999999999997,1156.19
2026-06-11T23:00:04Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-11T23:00:04Z,intraday_nowcast,1007.4300000000004,191.97,199.40000000000012,1199.4000000000003
2026-06-11T23:00:04Z,longshot_fade,433.8239999999996,563.726,-2.449999999999992,997.5499999999996
2026-06-12T02:00:05Z,calibration_overlay,937.0000000000001,62.44,-0.5600000000000023,999.44
2026-06-12T02:00:05Z,climatology,572.29,542.14,114.42999999999999,1114.4299999999998
2026-06-12T02:00:05Z,ensemble_divergence,556.2099999999999,599.98,156.18999999999997,1156.19
2026-06-12T02:00:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-12T02:00:05Z,intraday_nowcast,1007.4300000000004,191.97,199.40000000000012,1199.4000000000003
2026-06-12T02:00:05Z,longshot_fade,433.8239999999996,563.726,-2.449999999999992,997.5499999999996
2026-06-12T05:00:07Z,calibration_overlay,937.0000000000001,62.44,-0.5600000000000023,999.44
2026-06-12T05:00:07Z,climatology,552.9699999999999,561.46,114.42999999999999,1114.4299999999998
2026-06-12T05:00:07Z,ensemble_divergence,556.2099999999999,599.98,156.18999999999997,1156.19
2026-06-12T05:00:07Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-12T05:00:07Z,intraday_nowcast,1007.4300000000004,191.97,199.40000000000012,1199.4000000000003
2026-06-12T05:00:07Z,longshot_fade,433.8239999999996,563.726,-2.449999999999992,997.5499999999996
2026-06-12T08:00:09Z,calibration_overlay,937.0000000000001,62.44,-0.5600000000000023,999.44
2026-06-12T08:00:09Z,climatology,552.9699999999999,561.46,114.42999999999999,1114.4299999999998
2026-06-12T08:00:09Z,ensemble_divergence,556.2099999999999,599.98,156.18999999999997,1156.19
2026-06-12T08:00:09Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-12T08:00:09Z,intraday_nowcast,1007.4300000000004,191.97,199.40000000000012,1199.4000000000003
2026-06-12T08:00:09Z,longshot_fade,405.2039999999996,592.346,-2.449999999999992,997.5499999999996
2026-06-12T11:00:05Z,calibration_overlay,937.0000000000001,62.44,-0.5600000000000023,999.44
2026-06-12T11:00:05Z,climatology,576.8999999999999,542.14,119.03999999999999,1119.04
2026-06-12T11:00:05Z,ensemble_divergence,557.13,599.58,156.70999999999998,1156.71
2026-06-12T11:00:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-12T11:00:05Z,intraday_nowcast,1007.4300000000004,191.97,199.40000000000012,1199.4000000000003
2026-06-12T11:00:05Z,longshot_fade,397.62399999999957,599.9259999999999,-2.449999999999992,997.5499999999995
2026-06-12T14:00:04Z,calibration_overlay,937.0000000000001,62.44,-0.5600000000000023,999.44
2026-06-12T14:00:04Z,climatology,573.4499999999998,545.59,119.03999999999999,1119.04
2026-06-12T14:00:04Z,ensemble_divergence,556.79,599.92,156.70999999999998,1156.71
2026-06-12T14:00:04Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-12T14:00:04Z,intraday_nowcast,701.9400000000003,497.46,199.40000000000012,1199.4000000000003
2026-06-12T14:00:04Z,longshot_fade,397.62399999999957,599.9259999999999,-2.449999999999992,997.5499999999995
2026-06-12T16:10:17Z,calibration_overlay,937.0000000000001,62.44,-0.5600000000000023,999.44
2026-06-12T16:10:17Z,climatology,519.0599999999997,599.98,119.03999999999999,1119.0399999999997
2026-06-12T16:10:17Z,ensemble_divergence,556.79,599.92,156.70999999999998,1156.71
2026-06-12T16:10:17Z,ensemble_divergence_lh,761.18,238.82,0.0,1000.0
2026-06-12T16:10:17Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-12T16:10:17Z,intraday_nowcast,607.8000000000003,599.98,207.78000000000011,1207.7800000000002
2026-06-12T16:10:17Z,longshot_fade,397.62399999999957,599.9259999999999,-2.449999999999992,997.5499999999995
2026-06-12T17:00:06Z,calibration_overlay,888.6400000000001,110.8,-0.5600000000000023,999.44
2026-06-12T17:00:06Z,climatology,491.53,599.98,91.51,1091.51
2026-06-12T17:00:06Z,ensemble_divergence,556.79,599.92,156.70999999999998,1156.71
2026-06-12T17:00:06Z,ensemble_divergence_lh,727.76,272.24,0.0,1000.0
2026-06-12T17:00:06Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-12T17:00:06Z,intraday_nowcast,600.5500000000003,599.38,199.93000000000012,1199.9300000000003
2026-06-12T17:00:06Z,longshot_fade,397.62399999999957,599.9259999999999,-2.449999999999992,997.5499999999995
2026-06-12T18:30:14Z,calibration_overlay,948.6400000000001,48.36,-3.0000000000000018,997.0000000000001
2026-06-12T18:30:14Z,climatology,641.53,376.17,17.70000000000002,1017.7
2026-06-12T18:30:14Z,ensemble_divergence,756.79,321.26,78.04999999999995,1078.05
2026-06-12T18:30:14Z,ensemble_divergence_lh,727.76,272.24,0.0,1000.0
2026-06-12T18:30:14Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-12T18:30:14Z,intraday_nowcast,650.5500000000003,407.41,57.96000000000022,1057.9600000000003
2026-06-12T18:30:14Z,longshot_fade,747.6239999999996,249.346,-3.0299999999999816,996.9699999999996
2026-06-12T20:00:14Z,calibration_overlay,922.0100000000001,74.99,-3.0000000000000018,997.0000000000001
2026-06-12T20:00:14Z,climatology,431.64999999999986,565.91,-2.43999999999998,997.5599999999998
2026-06-12T20:00:14Z,ensemble_divergence,487.99000000000007,599.92,87.90999999999995,1087.91
2026-06-12T20:00:14Z,ensemble_divergence_lh,657.31,342.69,0.0,1000.0
2026-06-12T20:00:14Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-12T20:00:14Z,intraday_nowcast,665.2400000000002,443.35,108.59000000000023,1108.5900000000001
2026-06-12T20:00:14Z,longshot_fade,494.1739999999993,502.796,-3.0299999999999816,996.9699999999993
2026-06-12T22:33:16Z,calibration_overlay,922.0100000000001,74.99,-3.0000000000000018,997.0000000000001
2026-06-12T22:33:16Z,climatology,431.64999999999986,565.91,-2.43999999999998,997.5599999999998
2026-06-12T22:33:16Z,ensemble_divergence,487.99000000000007,599.92,87.90999999999995,1087.91
2026-06-12T22:33:16Z,ensemble_divergence_lh,657.31,342.69,0.0,1000.0
2026-06-12T22:33:16Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-12T22:33:16Z,intraday_nowcast,665.2400000000002,443.35,108.59000000000023,1108.5900000000001
2026-06-12T22:33:16Z,longshot_fade,494.1739999999993,502.796,-3.0299999999999816,996.9699999999993
2026-06-15T17:00:05Z,calibration_overlay,922.0100000000001,74.99,-3.0000000000000018,997.0000000000001
2026-06-15T17:00:05Z,climatology,397.8499999999998,599.71,-2.43999999999998,997.5599999999998
2026-06-15T17:00:05Z,ensemble_divergence,487.99000000000007,599.92,87.90999999999995,1087.91
2026-06-15T17:00:05Z,ensemble_divergence_lh,429.7299999999998,570.27,0.0,999.9999999999998
2026-06-15T17:00:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-15T17:00:05Z,intraday_nowcast,508.64,599.95,108.59000000000023,1108.5900000000001
2026-06-15T17:00:05Z,longshot_fade,397.3739999999992,599.596,-3.0299999999999816,996.9699999999992
2026-06-15T18:30:04Z,calibration_overlay,952.0100000000001,0.0,-47.989999999999995,952.0100000000001
2026-06-15T18:30:04Z,climatology,872.8499999999998,33.8,-93.34999999999997,906.6499999999997
2026-06-15T18:30:04Z,ensemble_divergence,927.99,0.0,-72.01000000000005,927.99
2026-06-15T18:30:04Z,ensemble_divergence_lh,749.7299999999998,227.58,-22.689999999999998,977.3099999999998
2026-06-15T18:30:04Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-15T18:30:04Z,intraday_nowcast,808.64,156.6,-34.759999999999756,965.24
2026-06-15T18:30:04Z,longshot_fade,894.3739999999992,96.8,-8.825999999999974,991.1739999999992
2026-06-15T20:00:04Z,calibration_overlay,952.0100000000001,0.0,-47.989999999999995,952.0100000000001
2026-06-15T20:00:04Z,climatology,539.35,367.3,-93.34999999999997,906.6500000000001
2026-06-15T20:00:04Z,ensemble_divergence,498.00000000000017,429.99,-72.01000000000005,927.9900000000002
2026-06-15T20:00:04Z,ensemble_divergence_lh,651.4799999999998,325.83,-22.689999999999998,977.3099999999997
2026-06-15T20:00:04Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-15T20:00:04Z,intraday_nowcast,688.0899999999999,312.42,0.5100000000002467,1000.51
2026-06-15T20:00:04Z,longshot_fade,480.5539999999994,510.62,-8.825999999999974,991.1739999999994
2026-06-15T22:30:05Z,calibration_overlay,952.0100000000001,0.0,-47.989999999999995,952.0100000000001
2026-06-15T22:30:05Z,climatology,539.35,367.3,-93.34999999999997,906.6500000000001
2026-06-15T22:30:05Z,ensemble_divergence,498.00000000000017,429.99,-72.01000000000005,927.9900000000002
2026-06-15T22:30:05Z,ensemble_divergence_lh,651.4799999999998,325.83,-22.689999999999998,977.3099999999997
2026-06-15T22:30:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-15T22:30:05Z,intraday_nowcast,688.0899999999999,312.42,0.5100000000002467,1000.51
2026-06-15T22:30:05Z,longshot_fade,480.5539999999994,510.62,-8.825999999999974,991.1739999999994
2026-06-15T23:00:03Z,calibration_overlay,952.0100000000001,0.0,-47.989999999999995,952.0100000000001
2026-06-15T23:00:03Z,climatology,545.96,380.13,-73.90999999999997,926.09
2026-06-15T23:00:03Z,ensemble_divergence,432.20000000000016,546.52,-21.280000000000054,978.7200000000001
2026-06-15T23:00:03Z,ensemble_divergence_lh,550.1999999999998,427.11,-22.689999999999998,977.3099999999998
2026-06-15T23:00:03Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-15T23:00:03Z,intraday_nowcast,765.4300000000001,298.49,63.92000000000024,1063.92
2026-06-15T23:00:03Z,longshot_fade,422.4139999999994,568.76,-8.825999999999974,991.1739999999994
2026-06-16T05:00:54Z,calibration_overlay,952.0100000000001,0.0,-47.989999999999995,952.0100000000001
2026-06-16T05:00:54Z,climatology,530.9900000000001,418.7,-50.30999999999997,949.69
2026-06-16T05:00:54Z,ensemble_divergence,379.66000000000014,599.06,-21.280000000000054,978.72
2026-06-16T05:00:54Z,ensemble_divergence_lh,550.1999999999998,427.11,-22.689999999999998,977.3099999999998
2026-06-16T05:00:54Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-16T05:00:54Z,intraday_nowcast,765.4300000000001,298.49,63.92000000000024,1063.92
2026-06-16T05:00:54Z,longshot_fade,412.4139999999994,578.76,-8.825999999999974,991.1739999999994
2026-06-16T17:00:05Z,calibration_overlay,929.9800000000001,22.029999999999998,-47.989999999999995,952.0100000000001
2026-06-16T17:00:05Z,climatology,361.2900000000001,599.87,-38.83999999999997,961.1600000000001
2026-06-16T17:00:05Z,ensemble_divergence,389.15000000000015,599.92,-10.930000000000057,989.0700000000002
2026-06-16T17:00:05Z,ensemble_divergence_lh,377.7299999999998,599.58,-22.689999999999998,977.3099999999998
2026-06-16T17:00:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-16T17:00:05Z,intraday_nowcast,463.96999999999974,599.95,63.92000000000024,1063.9199999999998
2026-06-16T17:00:05Z,longshot_fade,392.00399999999945,599.17,-8.825999999999974,991.1739999999994
2026-06-16T18:30:05Z,calibration_overlay,929.9800000000001,22.029999999999998,-47.989999999999995,952.0100000000001
2026-06-16T18:30:05Z,climatology,386.2900000000001,534.37,-79.33999999999997,920.6600000000001
2026-06-16T18:30:05Z,ensemble_divergence,429.15000000000015,431.71999999999997,-139.13000000000005,860.8700000000001
2026-06-16T18:30:05Z,ensemble_divergence_lh,377.7299999999998,599.58,-22.689999999999998,977.3099999999998
2026-06-16T18:30:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-16T18:30:05Z,intraday_nowcast,513.9699999999998,301.46,-184.56999999999974,815.4299999999998
2026-06-16T18:30:05Z,longshot_fade,742.0039999999995,252.29999999999998,-5.695999999999966,994.3039999999994
2026-06-16T20:00:05Z,calibration_overlay,927.7400000000001,24.269999999999996,-47.989999999999995,952.0100000000001
2026-06-16T20:00:05Z,climatology,343.1000000000001,599.9399999999999,-56.95999999999997,943.04
2026-06-16T20:00:05Z,ensemble_divergence,325.53999999999996,599.9,-74.56000000000006,925.4399999999999
2026-06-16T20:00:05Z,ensemble_divergence_lh,377.4299999999998,599.88,-22.689999999999998,977.3099999999997
2026-06-16T20:00:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-16T20:00:05Z,intraday_nowcast,537.2799999999999,314.18,-148.53999999999974,851.4599999999998
2026-06-16T20:00:05Z,longshot_fade,496.92399999999947,497.38,-5.695999999999966,994.3039999999994
2026-06-16T22:30:06Z,calibration_overlay,927.7400000000001,24.269999999999996,-47.989999999999995,952.0100000000001
2026-06-16T22:30:06Z,climatology,343.1000000000001,599.9399999999999,-56.95999999999997,943.04
2026-06-16T22:30:06Z,ensemble_divergence,325.53999999999996,599.9,-74.56000000000006,925.4399999999999
2026-06-16T22:30:06Z,ensemble_divergence_lh,377.4299999999998,599.88,-22.689999999999998,977.3099999999997
2026-06-16T22:30:06Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-16T22:30:06Z,intraday_nowcast,537.2799999999999,314.18,-148.53999999999974,851.4599999999998
2026-06-16T22:30:06Z,longshot_fade,496.92399999999947,497.38,-5.695999999999966,994.3039999999994
2026-06-16T23:00:05Z,calibration_overlay,927.7400000000001,24.269999999999996,-47.989999999999995,952.0100000000001
2026-06-16T23:00:05Z,climatology,369.14000000000016,599.37,-31.489999999999974,968.5100000000002
2026-06-16T23:00:05Z,ensemble_divergence,345.9099999999999,600.0,-54.09000000000006,945.9099999999999
2026-06-16T23:00:05Z,ensemble_divergence_lh,377.4299999999998,599.88,-22.689999999999998,977.3099999999997
2026-06-16T23:00:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-16T23:00:05Z,intraday_nowcast,573.8,303.43,-122.76999999999973,877.23
2026-06-16T23:00:05Z,longshot_fade,438.49399999999946,555.81,-5.695999999999966,994.3039999999994
2026-06-17T02:00:07Z,calibration_overlay,927.7400000000001,24.269999999999996,-47.989999999999995,952.0100000000001
2026-06-17T02:00:07Z,climatology,378.5900000000002,599.23,-22.17999999999997,977.8200000000002
2026-06-17T02:00:07Z,ensemble_divergence,353.3099999999999,599.88,-46.81000000000006,953.1899999999998
2026-06-17T02:00:07Z,ensemble_divergence_lh,377.4299999999998,599.88,-22.689999999999998,977.3099999999997
2026-06-17T02:00:07Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-17T02:00:07Z,intraday_nowcast,573.26,303.96999999999997,-122.76999999999973,877.23
2026-06-17T02:00:07Z,longshot_fade,428.49399999999946,565.81,-5.695999999999966,994.3039999999994
2026-06-17T17:00:07Z,calibration_overlay,925.5000000000001,26.509999999999998,-47.989999999999995,952.0100000000001
2026-06-17T17:00:07Z,climatology,386.1400000000002,599.92,-13.939999999999973,986.0600000000002
2026-06-17T17:00:07Z,ensemble_divergence,354.4699999999999,599.86,-45.67000000000006,954.3299999999999
2026-06-17T17:00:07Z,ensemble_divergence_lh,377.4299999999998,599.88,-22.689999999999998,977.3099999999997
2026-06-17T17:00:07Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-17T17:00:07Z,intraday_nowcast,277.23999999999995,599.99,-122.76999999999973,877.23
2026-06-17T17:00:07Z,longshot_fade,395.06899999999945,599.235,-5.695999999999966,994.3039999999994
2026-06-17T18:30:05Z,calibration_overlay,925.5000000000001,2.24,-72.25999999999999,927.7400000000001
2026-06-17T18:30:05Z,climatology,536.1400000000002,345.59999999999997,-118.25999999999998,881.7400000000002
2026-06-17T18:30:05Z,ensemble_divergence,666.4699999999999,274.17,-59.36000000000005,940.6399999999999
2026-06-17T18:30:05Z,ensemble_divergence_lh,897.4299999999998,172.76999999999998,70.2,1070.1999999999998
2026-06-17T18:30:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-17T18:30:05Z,intraday_nowcast,377.23999999999995,296.02,-326.7399999999997,673.26
2026-06-17T18:30:05Z,longshot_fade,745.0689999999995,228.905,-26.025999999999957,973.9739999999995
2026-06-17T20:00:06Z,calibration_overlay,925.5000000000001,2.24,-72.25999999999999,927.7400000000001
2026-06-17T20:00:06Z,climatology,298.98000000000013,599.6999999999999,-101.31999999999996,898.6800000000001
2026-06-17T20:00:06Z,ensemble_divergence,347.4099999999999,599.87,-52.72000000000005,947.28
2026-06-17T20:00:06Z,ensemble_divergence_lh,650.24,419.96,70.2,1070.2
2026-06-17T20:00:06Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-17T20:00:06Z,intraday_nowcast,383.24999999999994,344.53,-272.21999999999974,727.78
2026-06-17T20:00:06Z,longshot_fade,485.8539999999991,488.12,-26.025999999999957,973.973999999999
2026-06-17T22:30:05Z,calibration_overlay,925.5000000000001,2.24,-72.25999999999999,927.7400000000001
2026-06-17T22:30:05Z,climatology,298.98000000000013,599.6999999999999,-101.31999999999996,898.6800000000001
2026-06-17T22:30:05Z,ensemble_divergence,347.4099999999999,599.87,-52.72000000000005,947.28
2026-06-17T22:30:05Z,ensemble_divergence_lh,650.24,419.96,70.2,1070.2
2026-06-17T22:30:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-17T22:30:05Z,intraday_nowcast,383.24999999999994,344.53,-272.21999999999974,727.78
2026-06-17T22:30:05Z,longshot_fade,485.8539999999991,488.12,-26.025999999999957,973.973999999999
2026-06-17T23:00:05Z,calibration_overlay,925.5000000000001,2.24,-72.25999999999999,927.7400000000001
2026-06-17T23:00:05Z,climatology,322.88000000000017,598.81,-78.30999999999996,921.69
2026-06-17T23:00:05Z,ensemble_divergence,351.5999999999999,599.9,-48.50000000000005,951.4999999999999
2026-06-17T23:00:05Z,ensemble_divergence_lh,620.48,449.71999999999997,70.2,1070.2
2026-06-17T23:00:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-17T23:00:05Z,intraday_nowcast,568.8299999999999,234.06,-197.10999999999976,802.8899999999999
2026-06-17T23:00:05Z,longshot_fade,416.31399999999906,557.66,-26.025999999999957,973.973999999999
2026-06-18T16:54:03Z,calibration_overlay,955.5000000000001,0.0,-44.49999999999999,955.5000000000001
2026-06-18T16:54:03Z,climatology,547.8800000000001,355.52,-96.59999999999995,903.4000000000001
2026-06-18T16:54:03Z,ensemble_divergence,784.5999999999999,244.0,28.599999999999948,1028.6
2026-06-18T16:54:03Z,ensemble_divergence_lh,908.48,276.95,185.43,1185.43
2026-06-18T16:54:03Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-18T16:54:03Z,intraday_nowcast,818.8299999999999,0.0,-181.1699999999997,818.8299999999999
2026-06-18T16:54:03Z,longshot_fade,746.313999999999,204.2,-49.48599999999996,950.513999999999
2026-06-18T17:00:07Z,calibration_overlay,889.5100000000001,65.99000000000001,-44.49999999999999,955.5000000000001
2026-06-18T17:00:07Z,climatology,304.4300000000002,599.62,-95.94999999999996,904.0500000000002
2026-06-18T17:00:07Z,ensemble_divergence,503.92999999999984,524.67,28.599999999999948,1028.6
2026-06-18T17:00:07Z,ensemble_divergence_lh,726.99,458.44,185.43,1185.43
2026-06-18T17:00:07Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-18T17:00:07Z,intraday_nowcast,406.0299999999999,412.8,-181.1699999999997,818.8299999999999
2026-06-18T17:00:07Z,longshot_fade,560.5139999999992,390.0,-49.48599999999996,950.5139999999992
2026-06-18T17:29:55Z,calibration_overlay,861.19,94.31,-44.49999999999999,955.5
2026-06-18T17:29:55Z,climatology,304.07000000000016,599.98,-95.94999999999996,904.0500000000002
2026-06-18T17:29:55Z,ensemble_divergence,466.16999999999985,562.43,28.599999999999948,1028.6
2026-06-18T17:29:55Z,ensemble_divergence_lh,726.99,458.44,185.43,1185.43
2026-06-18T17:29:55Z,event_arbitrage,1000.0,0.0,0.0,1000.0
2026-06-18T17:29:55Z,intraday_nowcast,411.0899999999999,424.01,-164.89999999999972,835.0999999999999
2026-06-18T17:29:55Z,longshot_fade,531.2439999999991,419.27,-49.48599999999996,950.5139999999991
2026-06-18T18:30:05Z,calibration_overlay,861.19,94.31,-44.49999999999999,955.5
2026-06-18T18:30:05Z,climatology,304.07000000000016,599.98,-95.94999999999996,904.0500000000002
2026-06-18T18:30:05Z,ensemble_divergence,466.16999999999985,562.43,28.599999999999948,1028.6
2026-06-18T18:30:05Z,ensemble_divergence_lh,726.99,458.44,185.43,1185.43
2026-06-18T18:30:05Z,event_arbitrage,1000.0,0.0,0.0,1000.0
